City,Country,Population,Area,country population,country area,country density,growth rate,2009 growth rate,2005-2010 growth rate,2010-2015 growth rate,2015-2020 growth rate
Cabo San Lucas,Mexico,202700,48.11,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Campeche,Mexico,249600,57507.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Cancún,Mexico,888800,142.7,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Celaya,Mexico,378100,65.3,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Chalco de Díaz Covarrubias,Mexico,174700,219.22,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Chetumal,Mexico,169000,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Chicoloapan de Juárez,Mexico,193500,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Chihuahua,Mexico,925800,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Chilpancingo,Mexico,225700,2338.4,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Chimalhuacán,Mexico,703200,44.69,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Cholula de Rivadabia,Mexico,102300,111.03,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad Acuña,Mexico,160200,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad Benito Juárez,Mexico,308300,277.8,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad Cuauhtémoc,Mexico,135600,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad de México,Mexico,9209900,1485.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad del Carmen,Mexico,191200,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad Guzmán,Mexico,112000,18.31,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad Juárez,Mexico,1501600,321.19,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad López Mateos,Mexico,523100,91.07,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad Madero,Mexico,205900,46.6,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad Nezahualcóyotl,Mexico,1072700,63.74,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad Nicolás Romero,Mexico,323500,235.65,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad Obregón,Mexico,329400,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad Valles,Mexico,136400,2424.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ciudad Victoria,Mexico,332100,188.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Coatzacoalcos,Mexico,212500,471.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Colima,Mexico,147000,5627.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Comitán,Mexico,113500,308.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Córdoba,Mexico,139100,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Cuautitlán,Mexico,118000,40.9,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Cuautitlán Izcalli,Mexico,515400,109.54,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Cuautla,Mexico,157300,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Cuernavaca,Mexico,341000,151.2,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Culiacán,Mexico,808400,65.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Delicias,Mexico,128600,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Durango,Mexico,616100,123317.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ecatepec,Mexico,1643600,156.2,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ensenada,Mexico,330700,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Fresnillo,Mexico,143300,4900.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
García,Mexico,234700,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
General Escobedo,Mexico,455000,207.057,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Gómez Palacio,Mexico,301700,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Guadalajara,Mexico,1385600,151.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Guadalupe,Mexico,635900,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Guadalupe,Mexico,170000,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Guaymas,Mexico,117300,12206.18,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Hermosillo,Mexico,855600,168.2,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Iguala,Mexico,132900,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Irapuato,Mexico,452100,69.68,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ixtapaluca,Mexico,368600,327.4,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Jiutepec,Mexico,174600,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Kanasín,Mexico,139800,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Lagos de Moreno,Mexico,111600,2514.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
La Paz,Mexico,250100,472.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
León,Mexico,1579800,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Los Mochis,Mexico,298000,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Manzanillo,Mexico,159900,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Matamoros,Mexico,510700,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Mazatlán,Mexico,442000,3068.5,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Mérida,Mexico,921800,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Mexicali,Mexico,854200,113.7,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Minatitlán,Mexico,101300,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Miramar,Mexico,161800,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Monclova,Mexico,237200,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Monterrey,Mexico,1143000,324.8,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Morelia,Mexico,743300,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Naucalpan,Mexico,776200,156.63,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Naucalpan (Huixquilucan),Mexico,135000,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Navojoa,Mexico,120900,4380.69,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Nogales,Mexico,261100,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Nuevo Laredo,Mexico,416100,1334.02,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Oaxaca,Mexico,258900,93757.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ojo de Agua,Mexico,386300,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Orizaba,Mexico,120500,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Pachuca,Mexico,297800,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Parral,Mexico,113800,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Piedras Negras,Mexico,174000,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Playa del Carmen,Mexico,304900,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Poza Rica,Mexico,180100,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Puebla,Mexico,1542200,34306.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Puerto Vallarta,Mexico,224200,49.11,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Querétaro,Mexico,794800,11699.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Ramos Arizpe,Mexico,114000,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Reynosa,Mexico,691600,3156.34,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Río Bravo,Mexico,111300,1896.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Rosarito,Mexico,100700,35.71,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Salamanca,Mexico,160700,38.6,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Saltillo,Mexico,864400,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
San Cristóbal de las Casas,Mexico,183500,394.2,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
San Francisco Coacalco,Mexico,293200,35.5,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
San Juan Bautista,Mexico,103600,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
San Juan del Río,Mexico,177700,799.9,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
San José del Cabo,Mexico,136300,176.5,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
San Luis Potosí,Mexico,845900,61137.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
San Luis Río Colorado,Mexico,176700,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
San Nicolás de los Garza,Mexico,412200,86.8,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
San Pablo de las Salinas,Mexico,158000,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
San Pedro Garza García,Mexico,132100,69.4,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Santa Catarina,Mexico,304100,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Soledad de Graciano Sánchez,Mexico,310200,305.7,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Tampico,Mexico,297400,92.73,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Tapachula,Mexico,217600,378.4,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Tehuacán,Mexico,293800,553.57,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Temixco,Mexico,104500,102.89,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Tepexpan,Mexico,120800,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Tepic,Mexico,371400,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Tijuana,Mexico,1810600,637.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Tlalnepantla,Mexico,658900,83.48,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Tlaquepaque,Mexico,650100,82.04,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Toluca,Mexico,223900,452.37,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Tonalá,Mexico,442400,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Torreón,Mexico,690200,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Tulancingo,Mexico,106200,290.4,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Tuxtla Gutiérrez,Mexico,578800,334.9,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Uruapan,Mexico,299500,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Veracruz,Mexico,406000,71826.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Veracruz (Boca del Río),Mexico,132000,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Villa de Álvarez,Mexico,147500,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Villahermosa,Mexico,340100,61.177,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Xalapa-Enríquez,Mexico,443100,118.45,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Xico,Mexico,384300,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Zacatecas,Mexico,138400,75284.0,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Zamora de Hidalgo,Mexico,154500,,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Zapopan,Mexico,1257500,893.15,126705138.0,1964375.0,65.0,0.61,1.24,1.57,1.41,1.23
Balti,Moldova,144500,,3061506.0,33846.0,90.0,-1.14,-0.04,-0.36,-0.09,-0.24
Chișinău,Moldova,669700,123.0,3061506.0,33846.0,90.0,-1.14,-0.04,-0.36,-0.09,-0.24
Ulaanbaatar,Mongolia,1810400,4704.4,3347782.0,1564116.0,2.0,0.83,1.52,1.42,1.86,1.5
Podgorica,Montenegro,185900,108.0,627859.0,13812.0,45.0,-0.43,0.07,0.26,0.12,0.04
Agadir,Morocco,505800,51.2,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Al Hoceima,Morocco,137000,12.62,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Béni-Mellal,Morocco,325400,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Berkane,Morocco,182200,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Berrechid,Morocco,482100,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Casablanca,Morocco,3352400,220.0,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
El Kelâa des Sraghna,Morocco,152900,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
El-Jadida,Morocco,311000,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Errachidia,Morocco,193700,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Essaouira,Morocco,106300,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Fès,Morocco,1126600,320.0,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Fquih Ben Salah,Morocco,204700,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Guelmim,Morocco,138800,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Kénitra,Morocco,604200,112.0,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Khemisset,Morocco,279900,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Khénifra,Morocco,228500,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Khouribga,Morocco,376800,52.0,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Larache,Morocco,264800,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Marrakech,Morocco,978000,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Meknès,Morocco,685400,370.0,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Mohammedia,Morocco,288100,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Nador,Morocco,390900,44.0,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Ouarzazate,Morocco,113200,305.0,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Oujda,Morocco,504500,96.4,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Rabat,Morocco,578600,117.0,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Safi,Morocco,345600,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Salé,Morocco,913000,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Sefrou,Morocco,155000,10.5,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Settat,Morocco,215700,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Sidi Kacem,Morocco,168300,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Sidi Slimane,Morocco,130600,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Skhirate-Témara,Morocco,512900,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Tanger,Morocco,999000,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Taourirt,Morocco,149600,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Taza,Morocco,207700,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Tétouan,Morocco,396800,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Youssoufia,Morocco,100600,,37076584.0,446550.0,83.0,0.88,1.43,1.2,1.43,1.26
Beira,Mozambique,460900,,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Chimoio,Mozambique,314800,174.0,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Lichinga,Mozambique,214600,280.0,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Maputo,Mozambique,1241700,347.69,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Matola,Mozambique,927100,373.0,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Maxixe,Mozambique,127400,,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Nacala,Mozambique,241100,,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Nampula,Mozambique,622400,,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Pemba,Mozambique,199500,,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Quelimane,Mozambique,241100,117.0,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Tete,Mozambique,213400,149.3,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Xai-Xai,Mozambique,128900,,32077072.0,801590.0,40.0,2.55,2.5,2.93,2.91,2.86
Bago,Myanmar (Burma),491100,,,,,,,,,
Dawei,Myanmar (Burma),125200,,,,,,,,,
Hpa-an,Myanmar (Burma),421400,,,,,,,,,
Loikaw,Myanmar (Burma),128800,,,,,,,,,
Magway,Myanmar (Burma),288900,,,,,,,,,
Mandalay,Myanmar (Burma),1225100,163.84,,,,,,,,
Mawlamyine,Myanmar (Burma),288100,,,,,,,,,
Monywa,Myanmar (Burma),372000,,,,,,,,,
Myitkyina,Myanmar (Burma),305300,,,,,,,,,
Nay Pyi Taw,Myanmar (Burma),1158400,7054.37,,,,,,,,
Pathein,Myanmar (Burma),286700,,,,,,,,,
Sittway,Myanmar (Burma),149300,,,,,,,,,
Taunggyi,Myanmar (Burma),380700,,,,,,,,,
Yangon,Myanmar (Burma),5209500,598.75,,,,,,,,
Windhoek,Namibia,325900,5133.0,2530151.0,824268.0,3.0,1.8,1.87,1.34,2.2,2.12
Bharatpur,Nepal,147800,,30034989.0,147181.0,204.0,0.74,1.16,1.05,1.17,1.09
Bhimdatta,Nepal,106700,171.24,30034989.0,147181.0,204.0,0.74,1.16,1.05,1.17,1.09
Biratnagar,Nepal,204900,77.0,30034989.0,147181.0,204.0,0.74,1.16,1.05,1.17,1.09
Birgunj,Nepal,139100,75.24,30034989.0,147181.0,204.0,0.74,1.16,1.05,1.17,1.09
Butwal,Nepal,121000,101.61,30034989.0,147181.0,204.0,0.74,1.16,1.05,1.17,1.09
Dhangadhi,Nepal,104000,261.75,30034989.0,147181.0,204.0,0.74,1.16,1.05,1.17,1.09
Dharan,Nepal,119900,74.26,30034989.0,147181.0,204.0,0.74,1.16,1.05,1.17,1.09
Kathmandu,Nepal,1003300,49.45,30034989.0,147181.0,204.0,0.74,1.16,1.05,1.17,1.09
Lalitpur,Nepal,226700,,30034989.0,147181.0,204.0,0.74,1.16,1.05,1.17,1.09
Pokhara,Nepal,265000,464.24,30034989.0,147181.0,204.0,0.74,1.16,1.05,1.17,1.09
Alkmaar,Netherlands,107100,117.35,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Almere,Netherlands,196900,248.77,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Alphen aan den Rijn,Netherlands,107400,132.5,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Amersfoort,Netherlands,152500,63.86,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Amsterdam,Netherlands,821800,219.32,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Apeldoorn,Netherlands,158100,341.15,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Arnhem,Netherlands,152300,101.54,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Breda,Netherlands,180900,128.68,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Delft,Netherlands,101000,24.06,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Den Haag,Netherlands,514900,98.13,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Dordrecht,Netherlands,118900,99.47,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Ede,Netherlands,111600,,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Eindhoven,Netherlands,223200,88.92,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Emmen,Netherlands,107800,,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Enschede,Netherlands,158600,142.72,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Groningen,Netherlands,200300,197.96,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Haarlem,Netherlands,156600,32.09,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Haarlemmermeer,Netherlands,144200,206.31,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Leeuwarden,Netherlands,107700,255.62,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Leiden,Netherlands,121600,23.27,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Maastricht,Netherlands,122400,60.12,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Nijmegen,Netherlands,170700,57.63,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Rotterdam,Netherlands,623700,324.14,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
's-Hertogenbosch,Netherlands,150900,117.81,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Tilburg,Netherlands,211600,118.13,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Utrecht,Netherlands,334200,99.21,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Venlo,Netherlands,100500,128.99,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Westland,Netherlands,104300,,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Zaanstad,Netherlands,151400,83.24,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Zoetermeer,Netherlands,124000,37.05,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Zwolle,Netherlands,123900,119.36,17501696.0,33670.0,520.0,0.36,0.45,0.36,0.3,0.29
Auckland,New Zealand,1614400,607.1,5129727.0,270467.0,19.0,1.06,0.63,1.1,1.09,0.93
Christchurch,New Zealand,374900,1426.0,5129727.0,270467.0,19.0,1.06,0.63,1.1,1.09,0.93
Dunedin,New Zealand,127000,3314.0,5129727.0,270467.0,19.0,1.06,0.63,1.1,1.09,0.93
Hamilton,New Zealand,161200,,5129727.0,270467.0,19.0,1.06,0.63,1.1,1.09,0.93
Lower Hutt,New Zealand,103400,376.4,5129727.0,270467.0,19.0,1.06,0.63,1.1,1.09,0.93
Napier-Hastings,New Zealand,131000,5335.0,5129727.0,270467.0,19.0,1.06,0.63,1.1,1.09,0.93
Tauranga,New Zealand,128200,141.91,5129727.0,270467.0,19.0,1.06,0.63,1.1,1.09,0.93
Wellington,New Zealand,207900,289.91,5129727.0,270467.0,19.0,1.06,0.63,1.1,1.09,0.93
Chinandega,Nicaragua,106600,687.0,6850540.0,130373.0,53.0,0.91,1.46,1.29,1.17,1.07
León,Nicaragua,156000,,6850540.0,130373.0,53.0,0.91,1.46,1.29,1.17,1.07
Managua,Nicaragua,985100,267.0,6850540.0,130373.0,53.0,0.91,1.46,1.29,1.17,1.07
Masaya,Nicaragua,110500,57.0,6850540.0,130373.0,53.0,0.91,1.46,1.29,1.17,1.07
Tipitapa,Nicaragua,105800,975.0,6850540.0,130373.0,53.0,0.91,1.46,1.29,1.17,1.07
Agadez,Niger,110500,,25252722.0,1267000.0,20.0,3.66,3.84,3.75,3.84,3.81
Maradi,Niger,267200,,25252722.0,1267000.0,20.0,3.66,3.84,3.75,3.84,3.81
Niamey,Niger,978000,239.3,25252722.0,1267000.0,20.0,3.66,3.84,3.75,3.84,3.81
Tahoua,Niger,117800,,25252722.0,1267000.0,20.0,3.66,3.84,3.75,3.84,3.81
Zinder,Niger,235600,,25252722.0,1267000.0,20.0,3.66,3.84,3.75,3.84,3.81
Aba,Nigeria,534300,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Abakaliki,Nigeria,151700,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Abeokuta,Nigeria,451600,879.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Abuja,Nigeria,776300,1476.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Ado Ekiti,Nigeria,308600,293.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Akure,Nigeria,484800,991.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Asaba,Nigeria,149600,268.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Awka,Nigeria,301700,202.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Badagry,Nigeria,241100,170.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Bama,Nigeria,102800,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Bauchi,Nigeria,493800,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Benin City,Nigeria,1147200,1204.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Bida,Nigeria,188200,1698.0,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
Buguma,Nigeria,124200,,213401323.0,923768.0,231.0,2.53,2.79,2.64,2.67,2.58
